contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY260130C00711000,2025-12-29 16:30:48+00:00,711.0,1.77,1.8,1.81,-0.75,-29.761906,38.0,588,0.11237459899902343,False,REGULAR,USD
SPY260130C00712000,2025-12-29 15:52:02+00:00,712.0,1.64,1.63,1.65,-0.67999995,-29.310343,35.0,1040,0.11194735717773435,False,REGULAR,USD
SPY260130C00713000,2025-12-29 16:44:58+00:00,713.0,1.45,1.48,1.49,-0.66999984,-31.603767,33.0,631,0.11127597717285155,False,REGULAR,USD
SPY260130C00714000,2025-12-29 16:10:02+00:00,714.0,1.36,1.34,1.35,-0.53,-28.042326,49.0,455,0.11078770080566405,False,REGULAR,USD
SPY260130C00715000,2025-12-29 16:54:05+00:00,715.0,1.23,1.21,1.23,-0.5,-28.901733,119.0,4018,0.11054356262207031,False,REGULAR,USD
SPY260130C00716000,2025-12-29 16:11:02+00:00,716.0,1.11,1.1,1.12,-0.51,-31.481482,39.0,1307,0.11036045898437499,False,REGULAR,USD
SPY260130C00717000,2025-12-29 16:42:14+00:00,717.0,0.96,1.0,1.01,-0.50000006,-34.24658,152.0,1609,0.10993321716308593,False,REGULAR,USD
SPY260130C00718000,2025-12-29 16:44:58+00:00,718.0,0.89,0.9,0.91,-0.44000006,-33.08271,598.0,18335,0.10950597534179687,False,REGULAR,USD
SPY260130C00719000,2025-12-29 15:24:13+00:00,719.0,0.87,0.81,0.83,-0.34000003,-28.099176,34.0,2978,0.10950597534179687,False,REGULAR,USD
SPY260130C00720000,2025-12-29 16:46:41+00:00,720.0,0.73,0.74,0.75,-0.34000003,-31.775703,179.0,4695,0.10932287170410156,False,REGULAR,USD
SPY260130C00721000,2025-12-29 16:56:08+00:00,721.0,0.67,0.67,0.68,-0.34999996,-34.31372,139.0,998,0.10926183715820312,False,REGULAR,USD
SPY260130C00722000,2025-12-29 15:35:41+00:00,722.0,0.68,0.61,0.62,-0.26,-27.659575,8.0,920,0.10932287170410156,False,REGULAR,USD
SPY260130C00723000,2025-12-26 20:45:26+00:00,723.0,0.58,0.55,0.56,-0.26,-30.952381,2.0,282,0.10926183715820312,False,REGULAR,USD
SPY260130C00724000,2025-12-29 15:14:06+00:00,724.0,0.52,0.5,0.51,-0.26,-33.333336,1.0,408,0.10938390625,False,REGULAR,USD
SPY260130C00725000,2025-12-29 16:46:08+00:00,725.0,0.47,0.46,0.47,-0.20000002,-29.850748,194.0,2853,0.10975011352539063,False,REGULAR,USD
SPY260130C00726000,2025-12-29 16:55:54+00:00,726.0,0.43,0.42,0.43,-0.19999999,-31.746029,32.0,2937,0.10999425170898436,False,REGULAR,USD
SPY260130C00727000,2025-12-29 16:45:25+00:00,727.0,0.39,0.39,0.4,-0.18,-31.578947,13.0,315,0.11060459716796875,False,REGULAR,USD
SPY260130C00728000,2025-12-29 16:39:18+00:00,728.0,0.35,0.36,0.37,-0.19000003,-35.18519,5.0,598,0.11109287353515623,False,REGULAR,USD
SPY260130C00729000,2025-12-29 16:57:04+00:00,729.0,0.33,0.33,0.34,-0.16999999,-25.373133,1.0,594,0.11145908081054687,False,REGULAR,USD
SPY260130C00730000,2025-12-29 16:41:59+00:00,730.0,0.3,0.3,0.31,-0.13999999,-31.818178,319.0,1998,0.11158114990234375,False,REGULAR,USD
SPY260130C00731000,2025-12-26 20:19:42+00:00,731.0,0.31,0.28,0.29,-0.109999985,-26.190472,1.0,3614,0.11231356445312499,False,REGULAR,USD
SPY260130C00732000,2025-12-29 16:01:26+00:00,732.0,0.27,0.26,0.27,-0.14999998,-35.714283,6.0,1046,0.11304597900390626,False,REGULAR,USD
SPY260130C00733000,2025-12-23 17:08:52+00:00,733.0,0.28,0.24,0.25,0.0,0.0,27.0,645,0.11353425537109374,False,REGULAR,USD
SPY260130C00734000,2025-12-29 14:39:47+00:00,734.0,0.27,0.22,0.23,-0.03999999,-12.903223,3.0,781,0.11390046264648437,False,REGULAR,USD
SPY260130C00735000,2025-12-29 16:41:40+00:00,735.0,0.21,0.21,0.22,-0.09000002,-30.000006,12.0,676,0.11499908447265625,False,REGULAR,USD
SPY260130C00736000,2025-12-29 15:12:29+00:00,736.0,0.21,0.2,0.21,-0.049999997,-19.230768,20.0,630,0.11597563720703125,False,REGULAR,USD
SPY260130C00737000,2025-12-29 14:56:31+00:00,737.0,0.21,0.18,0.19,-0.10000001,-32.258068,23.0,295,0.11609770629882812,False,REGULAR,USD
SPY260130C00738000,2025-12-26 19:17:31+00:00,738.0,0.25,0.17,0.18,0.0,0.0,9.0,335,0.11695218994140624,False,REGULAR,USD
SPY260130C00739000,2025-12-26 19:24:24+00:00,739.0,0.24,0.16,0.17,0.0,0.0,20.0,157,0.11780667358398436,False,REGULAR,USD
SPY260130C00740000,2025-12-29 16:40:57+00:00,740.0,0.16,0.15,0.16,-0.07000001,-30.434786,8.0,2469,0.1186611572265625,False,REGULAR,USD
SPY260130C00741000,2025-12-29 15:20:49+00:00,741.0,0.16,0.15,0.16,-0.049999997,-23.809523,2.0,317,0.12037012451171875,False,REGULAR,USD
SPY260130C00742000,2025-12-26 14:54:17+00:00,742.0,0.22,0.14,0.15,0.0,0.0,1.0,315,0.1211025390625,False,REGULAR,USD
SPY260130C00743000,2025-12-24 17:45:05+00:00,743.0,0.2,0.13,0.14,0.0,0.0,2.0,553,0.1215908154296875,False,REGULAR,USD
SPY260130C00744000,2025-12-23 19:42:29+00:00,744.0,0.16,0.12,0.13,0.0,0.0,10.0,272,0.12207909179687501,False,REGULAR,USD
SPY260130C00745000,2025-12-26 19:51:22+00:00,745.0,0.13,0.12,0.13,-0.030000001,-18.75,1.0,2041,0.12378805908203125,False,REGULAR,USD
SPY260130C00746000,2025-12-22 17:24:59+00:00,746.0,0.13,0.11,0.12,-0.010000005,-7.1428604,5.0,371,0.12427633544921876,False,REGULAR,USD
SPY260130C00747000,2025-12-23 17:22:46+00:00,747.0,0.13,0.11,0.12,0.0,0.0,1.0,704,0.125985302734375,False,REGULAR,USD
SPY260130C00748000,2025-12-26 15:35:08+00:00,748.0,0.15,0.1,0.11,0.0,0.0,60.0,311,0.12622944091796873,False,REGULAR,USD
SPY260130C00749000,2025-12-26 15:31:21+00:00,749.0,0.15,0.1,0.11,0.0,0.0,5.0,205,0.127938408203125,False,REGULAR,USD
SPY260130C00750000,2025-12-26 20:35:58+00:00,750.0,0.1,0.1,0.11,-0.029999994,-23.076918,1.0,6356,0.12964737548828126,False,REGULAR,USD
SPY260130C00755000,2025-12-26 16:45:48+00:00,755.0,0.1,0.08,0.09,0.0,0.0,2.0,1083,0.13428600097656251,False,REGULAR,USD
SPY260130C00760000,2025-12-29 16:02:25+00:00,760.0,0.08,0.07,0.08,0.0,0.0,101.0,1665,0.14063359375,False,REGULAR,USD
SPY260130C00765000,2025-12-26 14:33:58+00:00,765.0,0.08,0.06,0.07,0.0,0.0,5.0,1624,0.14600463378906248,False,REGULAR,USD
SPY260130C00770000,2025-12-26 14:33:58+00:00,770.0,0.06,0.05,0.06,0.0,0.0,5.0,702,0.15088739746093754,False,REGULAR,USD
SPY260130C00775000,2025-12-29 16:53:13+00:00,775.0,0.04,0.04,0.05,-0.02,-33.333336,4.0,809,0.15528188476562502,False,REGULAR,USD
SPY260130C00780000,2025-12-23 20:58:37+00:00,780.0,0.06,0.04,0.05,0.0,0.0,3.0,2317,0.1626060302734375,False,REGULAR,USD
SPY260130C00785000,2025-12-26 18:35:27+00:00,785.0,0.04,0.04,0.05,0.0,0.0,10.0,770,0.16993017578125003,False,REGULAR,USD
SPY260130C00790000,2025-12-29 16:10:26+00:00,790.0,0.04,0.03,0.04,0.0,0.0,1.0,3188,0.17285983398437502,False,REGULAR,USD
SPY260130C00795000,2025-12-17 17:50:45+00:00,795.0,0.03,0.03,0.04,0.0,0.0,2.0,5,0.179695703125,False,REGULAR,USD
SPY260130C00800000,2025-12-26 20:37:45+00:00,800.0,0.03,0.02,0.03,0.0,0.0,3.0,134,0.18164880859375,False,REGULAR,USD
