Date,Close,High,Low,Open,Volume
2015-03-10,170.21591186523438,171.7355500586221,170.1743892033727,171.65251740583616,157121300
2015-03-11,169.8173370361328,170.64773966222637,169.73429170514805,170.47334953553377,110145700
2015-03-12,171.9763641357422,172.0427851858268,170.39859177109423,170.44841389412602,93993500
2015-03-13,170.92178344726562,172.66562145538168,169.88378010757538,171.70236398606295,162410900
2015-03-16,173.20535278320312,173.29669756388705,170.94665699805196,171.65250418251284,136099200
2015-03-17,172.6905517578125,173.07252990561386,171.87674798548153,172.46633948005277,94510400
2015-03-18,174.76658630371094,175.4392105729966,171.57782978603782,172.21724351712368,228808500
2015-03-19,173.96937561035156,174.77486728914394,173.57908530533092,174.35136644943532,117917300
2015-03-20,175.5049591064453,176.01376634142156,174.7375799979974,174.92108508126748,177715100
2015-03-23,175.16294860839844,176.08881041728557,175.16294860839844,175.5132729783155,71784500
2015-03-24,174.17872619628906,175.49660781161333,174.1119959188361,175.0378578363101,77805300
2015-03-25,171.6262969970703,174.62075856862816,171.5846017208683,174.38720902091552,159521700
2015-03-26,171.2176513671875,172.1351641310568,170.25841785757385,170.95907947257433,153067200
2015-03-27,171.60972595214844,171.7848818532668,170.90906416516498,171.10091855068,118939000
2015-03-30,173.70327758789062,174.00355747241264,172.62728209272788,172.64395511645202,96180400
2015-03-31,172.1852569580078,173.5782313385737,172.126875898091,172.87756952704532,126768700
2015-04-01,171.57632446289062,172.17688433109578,170.5837321049543,172.15186206387898,137303600
2015-04-02,172.19354248046875,172.64395594566557,171.32606159768352,171.50956667952272,86900900
2015-04-06,173.35299682617188,173.87014069681197,171.16763378314215,171.30108164403163,114368200
2015-04-07,172.89418029785156,174.12865853822265,172.86082152486782,173.3779652348547,81236300
2015-04-08,173.4780731201172,173.9201500932742,172.72737973522786,173.11941217972551,89351900
2015-04-09,174.24545288085938,174.4790025004388,172.8191328989635,173.3112544025416,85548900
2015-04-10,175.19635009765625,175.23805811727982,174.29552305679044,174.49570118698256,72722900
2015-04-13,174.4039306640625,175.6884662621051,174.35388613667112,175.05453497514927,74436600
2015-04-14,174.73757934570312,174.92108442828817,173.57816781164263,174.20374984931914,75099900
2015-04-15,175.52162170410156,176.0304289088538,175.12125278597637,175.20466881068924,99529300
2015-04-16,175.4716339111328,175.98044128038504,174.9878488118846,175.18803969941914,68934900
2015-04-17,173.4530487060547,174.5207077292204,172.66898382677687,174.27882160119827,191113200
2015-04-20,175.03787231445312,175.37151100181563,174.29551541669645,174.37891872478704,92189500
2015-04-21,174.82937622070312,175.88034972860868,174.52909625737263,175.72186686914225,72559800
2015-04-22,175.6884307861328,175.87193583451312,174.2454126577334,175.17127441001705,78264600
2015-04-23,176.1305694580078,176.7811738659995,175.17133587263456,175.28811069644075,102585900
2015-04-24,176.53924560546875,176.80616671690254,176.08883213929815,176.547594844888,61327400
2015-04-27,175.80531311035156,177.2316336354839,175.61345870673367,177.10652226573703,79358100
2015-04-28,176.3640899658203,176.414134492397,174.6041186587111,175.7802159432602,86863500
2015-04-29,175.63844299316406,176.23899012204748,174.82935576241024,175.47161091166774,125684900
2015-04-30,173.87847900390625,175.4549455135781,173.1778173226621,175.06291301451938,161304900
2015-05-01,175.76356506347656,175.80527308639842,174.56244527733637,174.6625343503475,103399700
2015-05-04,176.2640380859375,176.84791223163398,176.08053296478977,176.1889585527394,70927200
2015-05-05,174.24545288085938,176.38078368879954,174.1036558066504,176.02211001962414,113326200
2015-05-06,173.52818298339844,175.104649867217,172.4605235450189,174.7960333392883,135060200
2015-05-07,174.2204132080078,174.64581711562727,173.0943732391586,173.42801188307723,88244900
2015-05-08,176.51426696777344,176.71445785082602,175.81361796834278,175.89703401815692,155877300
2015-05-11,175.67176818847656,176.73942712293612,175.59670140265482,176.47251875307046,75708100
2015-05-12,175.1462860107422,175.6884647503153,174.01189673213443,174.83766960948466,119727600
2015-05-13,175.17959594726562,176.18052431720466,174.94604641852968,175.5549424950559,94667900
2015-05-14,177.0063934326172,177.09814599233493,175.92204847072614,176.19730614987938,95934000
2015-05-15,177.19821166992188,177.34000874758186,176.71442666687605,177.19821166992188,76510100
2015-05-18,177.74874877929688,177.9989714603012,176.9646837721458,177.03141406291414,74549700
2015-05-19,177.69032287597656,178.14074907535127,177.4067287371106,177.86549144851102,72114600
2015-05-20,177.56524658203125,178.31594009239424,177.24828087754378,177.79044699863908,76857500
2015-05-21,178.08238220214844,178.29090958177625,177.2566091969219,177.4234412826251,64764600
2015-05-22,177.65699768066406,178.115747751277,177.59026738934725,177.6986929761731,57433500
2015-05-26,175.74681091308594,177.59019789782366,175.32975630117662,177.16479404807828,124308600
2015-05-27,177.41506958007812,177.64861919749248,175.79689528263626,176.20561347686115,93214000
2015-05-28,177.21481323242188,177.32323875353413,176.52250119803972,177.10637498381564,74974600
2015-05-29,176.11386108398438,177.18985662746263,175.8469526899237,177.148161338781,124919600
2015-06-01,176.4725341796875,177.11478926230401,175.6801200573042,176.78115058893178,93338800
2015-06-02,176.29739379882812,176.98970624792275,175.38821745010807,176.01379960835607,91531000
2015-06-03,176.76446533203125,177.39004739198074,176.2723438328042,176.8311956123925,87820900
2015-06-04,175.27139282226562,176.71439836024885,174.95442721268049,176.05545760755646,151882800
2015-06-05,174.97116088867188,175.64678757627044,174.31220722798827,175.12129449591535,121704700
2015-06-08,173.89508056640625,175.0127965551818,173.82001379381947,174.86265028251205,89063300
2015-06-09,173.87013244628906,174.41231128808946,173.23621377276265,173.87013244628906,105034700
2015-06-10,175.9553985595703,176.3390945342066,174.57912295930092,174.6375040066906,134551300
2015-06-11,176.52256774902344,176.90625092683163,176.163894106291,176.39744370865216,73876400
2015-06-12,175.17135620117188,176.39749835718035,174.89609850007784,175.6968493330334,135382400
2015-06-15,174.42063903808594,174.7042332150856,173.3196083826741,174.02860655267423,124384200
2015-06-16,175.37147521972656,175.45489123829736,174.09528904607768,174.2704448665799,85308200
2015-06-17,175.65505981445312,176.2639687165784,174.62910902453174,175.65505981445312,126708600
2015-06-18,177.48178100585938,177.94888019106634,175.68845104961866,176.25563928094192,165867900
2015-06-19,176.69393920898438,177.31418723866855,176.31676671082127,177.238755296918,130478700
2015-06-22,177.59915161132812,178.18586577668012,177.38960992445885,177.61591852731235,70696000
2015-06-23,177.72488403320312,178.06015842946883,177.330957400383,177.80870582962217,68476800
2015-06-24,176.43409729003906,177.83383419936868,176.40895331120274,177.45666172741434,92307300
2015-06-25,175.8976593017578,177.06271047091315,175.82222737030517,176.93699058515875,97107400
2015-06-26,175.86410522460938,176.5011071751135,175.3109122523945,176.25803172244056,104174800
2015-06-29,172.17617797851562,175.87249567972003,172.10074605548868,174.38056018484332,202621300
2015-06-30,172.53660583496094,173.7687118037401,172.05884471712878,173.71841106285686,182925100
2015-07-01,173.91958618164062,174.36381349909647,173.1317074557654,174.11236093709672,135979900
2015-07-02,173.7602996826172,174.5649451713218,173.34121642148912,174.3973144247518,104373700
2015-07-06,173.2657928466797,174.04528161099526,172.26837259086415,172.46953717007793,117975400
2015-07-07,174.35545349121094,174.48117338980393,171.07821838084888,173.46699876939428,173820200
2015-07-08,171.4302215576172,173.29932958052916,171.19553592197838,173.01435599288317,164020100
2015-07-09,171.7403564453125,173.7938751484096,171.6314034681091,173.53403272114804,144113100
2015-07-10,173.90281677246094,174.32190010664615,171.78225612463643,173.7435630591652,129456900
2015-07-13,175.82228088378906,175.93123388813444,175.12660079559015,175.16851170006717,106069400
2015-07-14,176.5849609375,176.89509132510088,175.7216502267971,175.78032803694649,81709600
2015-07-15,176.5262908935547,177.08786105321775,176.04852973105105,176.62686680590957,97914100
2015-07-16,177.94277954101562,177.94277954101562,177.33929853939924,177.58236123671878,106683300
2015-07-17,178.0936737060547,178.1523515195296,177.52372643497895,177.93441997166292,89030000
2015-07-20,178.1858673095703,178.68038262537763,177.86737263958764,178.31997705977864,70446800
2015-07-21,177.48178100585938,178.31157056020336,177.1800405124077,178.05172816604164,77965000
2015-07-22,177.16329956054688,177.49857392985072,176.76098310679174,176.7945041490174,88667900
2015-07-23,176.16587829589844,177.39798442000836,175.8054727386166,177.29740850437798,90509100
2015-07-24,174.3386993408203,176.32515062050572,174.00343772708302,176.26648559333654,117755000
2015-07-27,173.324462890625,173.96147768193703,172.88023562268748,173.45019555231366,132361100
2015-07-28,175.4534454345703,175.5959322458163,173.3328846029168,174.16266149131457,123544800
2015-07-29,176.66043090820312,176.88672674977886,175.43670167741928,175.57918850747438,105791300
2015-07-30,176.7023162841797,176.86994707241797,175.52887518769293,176.1491231725249,91304400
2015-07-31,176.43409729003906,177.23035312847801,176.14912367028774,177.2052091496417,103266900
2015-08-03,175.83900451660156,176.45925254281372,174.88349489154567,176.40058751825066,113965700
2015-08-04,175.49534606933594,176.2245469987891,175.00920785323092,175.7635527602922,81820800
2015-08-05,176.07363891601562,177.11295716790562,175.78865259234382,176.39213348220503,85786800
2015-08-06,174.63198852539062,176.366986461691,174.04526176693219,176.25802072836493,116030800
2015-08-07,174.2967529296875,174.6236374127741,173.39153140973815,174.47277355415326,117858000
2015-08-10,176.4927978515625,176.57660686201746,175.41155546458228,175.41155546458228,80270700
2015-08-11,174.90028381347656,175.5708198849381,174.13754887232142,175.1517364389511,126081400
2015-08-12,175.1097869873047,175.29418468609808,172.1259155550612,173.59270729311194,172123700
2015-08-13,174.89181518554688,175.6377828172819,174.34699931735068,174.95048018677733,89383300
2015-08-14,175.5288543701172,175.60428629746687,174.55657800847317,174.69906480104737,72786500
2015-08-17,176.50955200195312,176.50955200195312,174.47281271694936,174.93380703744745,79072600
2015-08-18,175.9982147216797,176.58492876924595,175.7635291026532,176.23290034070618,71692700
2015-08-19,174.6068572998047,176.02334798941226,173.79383474426902,175.25223631816934,172946000
2015-08-20,170.96084594726562,174.58171908337056,170.90216814514122,173.0897835277865,194327900
2015-08-21,165.81448364257812,170.93568157456056,165.55465406853514,169.08332794409623,346588500
2015-08-24,158.83262634277344,165.52119457290084,152.8816362822399,157.1479154907666,507244300
2015-08-25,156.96347045898438,163.81966744422957,156.67010701883777,163.80290053037342,369833100
2015-08-26,162.9899139404297,163.2664977168265,157.88546864695817,160.9950729570176,339257000
2015-08-27,167.02145385742188,167.1471737255577,163.61849967287367,165.13557909894408,274143900
2015-08-28,167.02989196777344,167.49926336624338,165.88998451888435,166.37612283570292,160414400
2015-08-31,165.68035888671875,166.90408751813095,165.12716596610483,166.04915416712805,163298800
2015-09-01,160.73524475097656,163.24974505608074,159.86354414980423,161.8667622146275,256000400
2015-09-02,163.78614807128906,163.82805896165158,161.2800251847447,163.1239892560224,160269300
2015-09-03,163.9035186767578,165.99893565603261,163.40900333910741,164.4986099368021,152087800
2015-09-04,161.42254638671875,162.48702183965443,160.6011464760509,161.6404779472914,207081000
2015-09-08,165.47921752929688,165.63009416033984,163.58496571100363,164.2303575421744,116025700
2015-09-09,163.26644897460938,167.18907489476072,162.8976664530415,167.06335503393143,149347700
2015-09-10,164.15492248535156,165.30320655611314,162.8138509014177,163.07368048332086,158611100
2015-09-11,164.90090942382812,164.96796428978394,163.04855552134677,163.7610022813953,119691200
2015-09-14,164.2890625,165.12722926243146,163.8029242430606,165.07694130299114,79452000
2015-09-15,166.342529296875,166.78675651893494,164.24711304587308,164.79191615537124,113806200
2015-09-16,167.78419494628906,167.97698248541326,166.300649174541,166.6443005727278,99581600
2015-09-17,167.4070281982422,170.05563798888642,167.02985574836006,167.6501036986477,276046600
2015-09-18,164.6713409423828,167.3926903207247,164.25851234067875,164.89040544702397,223657500
2015-09-21,165.5222930908203,166.55016068246064,164.4691379483344,165.50543900888917,105726200
2015-09-22,163.37387084960938,163.8372617311925,162.23645803625982,163.34859615205932,153890900
2015-09-23,163.11270141601562,164.01419568659233,162.53135762131944,163.5423841592737,92790600
2015-09-24,162.52293395996094,162.98632490079518,160.55143016357601,161.89104072861443,159378800
2015-09-25,162.4807891845703,164.2922109838275,161.60455686002012,163.98890177239065,155054800
2015-09-28,158.40298461914062,161.68883701149747,158.0912547506794,161.57930474164885,178515900
2015-09-29,158.49563598632812,159.8605338255233,157.49303020984766,158.62202231997662,159045600
2015-09-30,161.4529571533203,161.62145946450633,159.60782663446312,160.3913681666341,163452000
2015-10-01,161.87413024902344,162.1774393845503,159.92790198601577,161.83200148044287,131079000
2015-10-02,164.29220581054688,164.31748050604588,159.33815979837223,159.8858081979462,211003300
2015-10-05,167.21575927734375,167.44324438416083,165.41275821626556,165.5222904632326,126320800
2015-10-06,166.6428680419922,167.64547397022048,165.97727953193726,167.08098425766755,110274500
2015-10-07,168.00778198242188,168.3616406630563,166.38170331866,167.57808634058625,124307300
2015-10-08,169.52430725097656,169.81076240591693,167.3168850097487,167.62019424906782,153055200
2015-10-09,169.6253662109375,170.10559822780786,168.9934731820736,169.66749498404107,107069200
2015-10-12,169.78549194335938,169.98768953735046,169.2715516321322,169.70123437526317,56395600
2015-10-13,168.7154541015625,170.32467824732245,168.5469518496693,169.05245860534882,88038700
2015-10-14,167.9066619873047,169.23785192319536,167.6117861960261,168.65650809960823,99106200
2015-10-15,170.48480224609375,170.49322286121645,168.2015556695511,168.57226842936475,134142200
2015-10-16,171.2598876953125,171.27672892207804,170.12247494962193,170.88917501209787,114580100
2015-10-19,171.34417724609375,171.34417724609375,170.29945525364963,170.61118515708517,76523900
2015-10-20,171.12509155273438,171.74013062187345,170.65328005553732,170.90603988786407,78448500
2015-10-21,170.06350708007812,171.69799315384662,169.89499196311988,171.54634497566232,102038000
2015-10-22,172.93653869628906,173.14716977799569,170.06354051229533,171.01558425959664,174911700
2015-10-23,174.8321533203125,175.20286594299878,173.81270646382134,174.61310170504157,144442300
2015-10-26,174.40248107910156,174.71421086859263,174.03176843435705,174.65524086923617,69033000
2015-10-27,174.0655517578125,174.40255638624618,173.38309617299518,173.72853427347633,77905800
2015-10-28,176.04542541503906,176.07070011204974,173.73691738207134,174.40250582985067,135906700
2015-10-29,175.94430541992188,176.3150180725939,175.42194460346434,175.53989746059662,90525500
2015-10-30,175.18603515625,176.45825481288963,175.02596637143978,176.13809153147335,131076900
2015-11-02,177.25865173339844,177.45242868423398,175.38824713066094,175.51463346408258,86270800
2015-11-03,177.77256774902344,178.32863668616534,176.67728395474592,176.9047690391942,95246100
2015-11-04,177.23338317871094,178.19386020886319,176.6941682294307,178.06748672696096,96224500
2015-11-05,177.0564727783203,177.7557694753189,176.1633990960499,177.29237854888606,78408700
2015-11-06,176.96377563476562,177.19969423595754,175.632598724569,176.7110286618795,110471500
2015-11-09,175.3124237060547,176.50038582285393,174.3603673187889,176.34872479335496,131008700
2015-11-10,175.71681213378906,175.7505202947695,174.5625583101937,174.83215931855398,75874600
2015-11-11,175.02597045898438,176.0369968615076,174.9585669846964,175.98644746976618,67846000
2015-11-12,172.5826873779297,174.4530924916812,172.56584614692403,173.9812809054919,121315200
2015-11-13,170.64483642578125,172.43941698696537,170.56059172395422,172.16981594286116,153577100
2015-11-16,173.23977661132812,173.2987594607436,170.34149206389392,170.45945776272492,117645200
2015-11-17,173.11346435546875,174.43622078629778,172.61637811707632,173.55158057949438,121123700
2015-11-18,175.86007690429688,176.00330447904054,173.5515687684409,173.59368469473657,121342500
2015-11-19,175.70843505859375,176.12969718395317,175.41354642848225,175.7421303720266,88220500
2015-11-20,176.34878540039062,177.0312281279307,175.96965198019086,176.46673830569506,94011500
2015-11-23,176.1465301513672,176.9132173571235,175.6831392978453,176.40771058083453,64931200
2015-11-24,176.3824462890625,176.7868543051281,174.74794728526123,175.13550121768685,98874400
2015-11-25,176.35711669921875,176.71097521012268,176.09592347974427,176.5087648370797,51980100
2015-11-27,176.55935668945312,176.76156711113978,175.96959236273963,176.44982443738556,37317800
2015-11-30,175.8263702392578,176.8373966671618,175.7168379838029,176.7194437981713,112822700
2015-12-01,177.50299072265625,177.6209564512809,176.18023442536762,176.45826895162804,97858400
2015-12-02,175.69158935546875,177.77262538249414,175.43882949701498,177.45246203805934,108441300
2015-12-03,173.23143005371094,176.21396056057796,172.50685860710803,175.9443594568589,166224200
2015-12-04,176.60992431640625,176.90481293816018,173.23140679489987,173.23140679489987,192913900
2015-12-07,175.5398712158203,176.70254553203745,174.5709609537615,176.28128355441936,102027100
2015-12-08,174.3603515625,175.48933071694523,173.3745999554787,173.97279769438745,103372400
2015-12-09,173.00390625,175.81793383167454,172.02657514846928,173.7200569214092,162401500
2015-12-10,173.45045471191406,174.7647904203962,172.83541563928316,173.07132138922103,116128900
2015-12-11,170.08876037597656,171.99286011258684,169.77701773354582,171.32727176558004,211173300
2015-12-14,170.94815063476562,171.07453697504988,168.46270687995957,170.24886687996727,182385200
2015-12-15,172.74267578125,173.65260314434704,170.92282105505592,172.46464134897914,154069600
2015-12-16,175.2703399658203,175.57364924685896,172.54898990777156,173.8717464557031,197017000
2015-12-17,172.59947204589844,175.64940489845023,172.58261796576988,175.58200143383243,173092500
2015-12-18,169.52462768554688,171.99095450338933,169.36359332672913,171.85535819338259,251393500
2015-12-21,170.923095703125,171.101084486675,169.58398325887222,170.70274033853093,99094300
2015-12-22,172.47406005859375,172.7707036640907,170.82136280667632,171.81298115782678,111026200
2015-12-23,174.60986328125,174.65224278736596,173.38940592660356,173.48263566709488,110987200
2015-12-24,174.3217315673828,174.87263941217515,174.10137618891343,174.3556403532474,48539600
2015-12-28,173.92340087890625,173.9657674627526,172.84702324150803,173.6267571975058,65899900
2015-12-29,175.77947998046875,176.11001947864887,174.9912753818897,175.02517123167766,92640700
2015-12-30,174.53358459472656,175.61844569483083,174.3895046119371,175.53368667793808,63317700
2015-12-31,172.78762817382812,174.49965915189773,172.78762817382812,173.85553470295253,114877900
2016-01-04,170.37216186523438,170.38063259302376,168.31263696043297,169.92296757662837,222353500
2016-01-05,170.6603240966797,171.1179891192369,169.55005091810494,170.69421994070248,110845800
2016-01-06,168.50758361816406,169.55852291203462,167.4735857802269,168.1007558923989,152112600
2016-01-07,164.46485900878906,167.33801418987764,164.07498558364367,165.54970732343884,213436100
2016-01-08,162.65956115722656,165.99039365035162,162.3714012174392,165.4310152267109,209817200
2016-01-11,162.8206024169922,163.92240492263298,160.87974517273418,163.583381803446,187941300
2016-01-12,164.13429260253906,164.8886012748218,161.99849217501549,164.26990185275864,172330500
2016-01-13,160.0406951904297,165.15135126879767,159.65930545504915,164.8038573828774,221168900
2016-01-14,162.66802978515625,163.79525734585224,159.04905033137382,160.65089730027674,240795600
2016-01-15,159.1761932373047,159.98135217332498,157.2353358891122,158.29475894503636,324846400
2016-01-19,159.38807678222656,161.12553316880113,157.81165476826087,160.9984075759048,195244400
2016-01-20,157.34548950195312,158.91344062239094,153.4213957355556,156.8200198633326,286547800
2016-01-21,158.2269744873047,160.0746023248029,156.48951786762746,157.82015960304662,195772900
2016-01-22,161.4730224609375,161.6764234038129,160.08305997751285,160.8458393781153,168319600
2016-01-25,159.03213500976562,161.1594521414183,158.8372047618833,160.96452189353602,130371700
2016-01-26,161.2017822265625,161.48147141771702,159.35415493836427,159.69316508572288,141036800
2016-01-27,159.4473876953125,162.35443791469694,158.54051548868173,160.6763156683246,185681700
2016-01-28,160.27796936035156,161.20178300893429,158.62527225224298,160.9983820924952,143798800
2016-01-29,164.18515014648438,164.32075940274018,160.9306055908077,161.0492604569289,210529300
2016-02-01,164.1258087158203,164.91402616577838,162.5917662555006,163.1765698304092,136061600
2016-02-02,161.1678924560547,162.70193476911385,160.64240989572312,162.69346404145364,182564900
2016-02-03,162.1341094970703,162.54092433557236,158.57445056225356,162.22733924468645,205054900
2016-02-04,162.38833618164062,163.36300001003448,160.9983739491758,161.6340276457129,139531800
2016-02-05,159.29481506347656,162.44765845857913,158.65916136176085,161.87133864324588,180788300
2016-02-08,157.15060424804688,157.74387867623352,154.93005727437148,157.44724792834648,191526700
2016-02-09,157.15904235839844,158.43883364400986,155.26903531074603,155.40464456115956,184513100
2016-02-10,157.02342224121094,159.6253580605582,156.89628373856425,157.98961537224926,148214100
2016-02-11,154.98089599609375,156.03184842816853,153.480749178051,154.54017233975122,219058900
2016-02-12,158.1761016845703,158.19304314187306,155.9131756232765,156.76071405518024,127632400
2016-02-16,160.84579467773438,160.87121978852795,159.02359276469468,159.98978577206938,120250700
2016-02-17,163.4732208251953,163.84613981340942,161.8883151252854,162.01545365258227,136009500
2016-02-18,162.80364990234375,163.80375194994778,162.49006482934385,163.7444180537533,102343000
2016-02-19,162.72731018066406,162.87986082640418,161.41362357970382,162.02385202747368,114793000
2016-02-22,165.08351135253906,165.2275913136689,164.24444376811522,164.31224838495427,103640300
2016-02-23,162.9985809326172,164.69365762484952,162.87991314904843,164.42243914653608,111455300
2016-02-24,163.74441528320312,164.02410450536658,160.45597510553162,161.5662483334956,150812200
2016-02-25,165.72764587402344,165.7361295343985,163.43082415156576,164.1936035055933,110728300
2016-02-26,165.34632873535156,166.69391222045007,165.18529430648795,166.60069537470247,129833700
2016-02-29,164.04957580566406,166.31250240486898,163.85464554106497,165.36326327386823,125918100
2016-03-01,167.90582275390625,167.9905817617275,164.8038292943359,165.27844870035366,141799700
2016-03-02,168.66012573242188,168.71097596245232,167.17693367196088,167.59223210455698,102415000
2016-03-03,169.32122802734375,169.33818241717043,167.90584038845594,168.48216031846093,95172200
2016-03-04,169.8721160888672,170.65186280098837,168.6855674963519,169.5161515111126,129293600
2016-03-07,170.00767517089844,170.4145027960641,168.87197714855756,168.9482524786239,100219000
2016-03-08,168.15159606933594,169.43985792573434,167.99057465314343,168.93134269755143,123974900
2016-03-09,168.98220825195312,169.3296891630479,168.1770364359287,168.96525386308696,94801200
2016-03-10,169.11781311035156,170.4145588097372,167.2871399250045,169.47379063247948,156838700
2016-03-11,171.84689331054688,171.88927281998374,169.10087697982004,170.57558562190354,137964500
2016-03-14,171.62652587890625,172.08419092432308,171.00782646841748,171.3383659268879,73612000
2016-03-15,171.3468475341797,171.65196189463276,170.3976086049525,170.66034345626284,93169100
2016-03-16,172.33847045898438,172.74529823845296,170.82138227849984,170.86376178874585,129303200
2016-03-17,173.4317626953125,173.94027790480766,171.8553409743026,172.25368500123147,134278500
2016-03-18,174.11334228515625,174.45410103134813,173.619233003799,173.93443549398214,138372400
2016-03-21,174.3603973388672,174.59041665117803,173.61923988700426,173.8492591993151,72926700
2016-03-22,174.26666259765625,174.83744059062724,173.42328023449707,173.58513217351828,97471900
2016-03-23,173.11654663085938,174.07068117406587,172.9461543203369,173.88326003177772,81052500
2016-03-24,173.03988647460938,173.0739701406084,171.8642599798402,172.08575181239442,84360900
2016-03-28,173.14212036132812,173.6703001797799,172.6906092908885,173.45732276922877,62408200
2016-03-29,174.7437286376953,174.85448106800217,172.42653301308934,172.73322105161398,92922900
2016-03-30,175.5104522705078,176.2345677665276,175.14412431442966,175.74898596320978,86365300
2016-03-31,175.08445739746094,175.84265639016868,174.9225925002916,175.41670160776863,94584100
2016-04-01,176.27719116210938,176.4646123760131,173.77257403004418,174.0877895256713,114423500
2016-04-04,175.70635986328125,176.40493199418893,175.39967187882826,176.2004690048505,63497000
2016-04-05,173.951416015625,175.71486205420337,173.69584054651136,174.36032896674186,99662200
2016-04-06,175.8511962890625,175.91083620681303,173.77253456987023,173.95144132401163,91839800
2016-04-07,173.7469940185547,175.1185692605372,173.01435110049363,174.76076871903456,113859000
2016-04-08,174.21554565429688,175.36562902818736,173.6788383465998,174.93114673181876,95040600
2016-04-11,173.80667114257812,175.55308913491538,173.71296052838107,174.8545167383348,83757500
2016-04-12,175.4252471923828,175.70637895860986,173.5340065825722,173.97700327472793,115350600
2016-04-13,177.1971893310547,177.2823854871072,176.20897111692244,176.34527976696307,96336400
2016-04-14,177.20571899414062,177.70835555952485,176.85644592213328,177.25684449163606,65212900
2016-04-15,177.0098114013672,177.34205569251114,176.68608152826383,177.20574700919272,75761600
2016-04-18,178.25355529785156,178.28762595955135,176.3452732649673,177.00976166052985,82531000
