contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPY260130P00710000,2025-12-29 15:10:15+00:00,710.0,23.4,22.81,23.26,2.8500004,13.868615,13.0,823,1.0000000000000003e-05,True,REGULAR,USD
SPY260130P00711000,2025-12-26 17:34:18+00:00,711.0,21.56,23.61,24.21,0.0,0.0,11.0,10,1.0000000000000003e-05,True,REGULAR,USD
SPY260130P00712000,2025-12-23 17:28:16+00:00,712.0,25.01,24.63,25.19,0.0,0.0,2.0,1,1.0000000000000003e-05,True,REGULAR,USD
SPY260130P00713000,2025-11-20 18:44:13+00:00,713.0,56.56,25.51,26.15,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD
SPY260130P00714000,2025-12-26 16:16:39+00:00,714.0,26.66,26.46,27.13,2.3799992,9.802302,1.0,3,1.0000000000000003e-05,True,REGULAR,USD
SPY260130P00715000,2025-12-29 16:34:54+00:00,715.0,28.0,26.42,29.44,3.0,12.0,100.0,163,0.0991301025390625,True,REGULAR,USD
SPY260130P00716000,2025-12-29 14:32:43+00:00,716.0,28.11,27.12,30.43,1.9400005,7.4130707,1.0,1,0.10132734619140624,True,REGULAR,USD
SPY260130P00717000,2025-12-29 16:02:41+00:00,717.0,29.73,28.12,31.45,3.5499992,13.559967,1.0,10,0.10444010803222654,True,REGULAR,USD
SPY260130P00718000,2025-12-29 14:32:27+00:00,718.0,30.22,29.12,32.43,2.9899998,10.9805355,1.0,1,0.10633217895507813,True,REGULAR,USD
SPY260130P00719000,2025-11-18 15:16:57+00:00,719.0,61.41,30.12,33.49,0.0,0.0,,0,0.11066563171386719,True,REGULAR,USD
SPY260130P00720000,2025-12-29 14:34:54+00:00,720.0,30.3,31.03,34.49,1.2999992,4.482756,1.0,2,0.11316804809570313,True,REGULAR,USD
SPY260130P00722000,2025-12-02 16:37:13+00:00,722.0,42.79,33.06,36.49,0.0,0.0,3.0,1,0.11805081176757812,True,REGULAR,USD
SPY260130P00725000,2025-12-23 18:04:48+00:00,725.0,38.08,36.06,39.49,0.0,0.0,2.0,0,0.1253139227294922,True,REGULAR,USD
SPY260130P00727000,2025-11-13 16:37:22+00:00,727.0,51.7,38.13,41.43,0.0,0.0,,0,0.127938408203125,True,REGULAR,USD
SPY260130P00728000,2025-11-21 20:16:19+00:00,728.0,66.4,39.13,42.43,0.0,0.0,64.0,0,0.13031875549316402,True,REGULAR,USD
SPY260130P00730000,2025-11-05 20:35:47+00:00,730.0,50.18,41.13,44.43,0.0,0.0,,0,0.13495738098144533,True,REGULAR,USD
SPY260130P00731000,2025-12-22 18:52:56+00:00,731.0,46.51,42.13,43.99,0.0,0.0,2.0,1,1.0000000000000003e-05,True,REGULAR,USD
SPY260130P00733000,2025-11-21 20:16:19+00:00,733.0,71.33,44.13,47.43,0.0,0.0,64.0,0,0.14185428466796873,True,REGULAR,USD
SPY260130P00740000,2025-12-05 15:51:27+00:00,740.0,53.14,51.13,54.43,0.0,0.0,20.0,0,0.1575401629638672,True,REGULAR,USD
SPY260130P00750000,2025-12-26 18:56:30+00:00,750.0,59.73,61.13,64.45,0.0,0.0,1.0,2,0.18006191040039063,True,REGULAR,USD
SPY260130P00755000,2025-11-07 20:48:00+00:00,755.0,83.78,66.12,69.43,0.0,0.0,3.0,0,0.18970536865234378,True,REGULAR,USD
SPY260130P00775000,2025-12-15 15:03:32+00:00,775.0,94.27,86.26,89.49,0.0,0.0,,0,0.2332840344238281,True,REGULAR,USD
SPY260130P00790000,2025-12-11 14:50:45+00:00,790.0,107.45,101.26,104.49,0.0,0.0,,0,0.2624585473632813,True,REGULAR,USD
